age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
49,retired,married,primary,no,1429,no,no,unknown,13,jun,207,3,0,0,unknown,yes
35,technician,married,secondary,no,9286,yes,no,cellular,4,may,219,1,297,6,other,no
29,unemployed,single,secondary,no,229,yes,no,cellular,17,nov,168,2,-1,0,unknown,no
56,retired,married,secondary,no,13623,no,no,cellular,6,mar,329,1,-1,0,success,yes
37,blue-collar,single,primary,no,5971,no,no,cellular,10,may,268,1,174,0,unknown,no
44,admin.,single,unknown,no,5913,no,no,cellular,2,jun,236,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,65,no,no,unknown,9,feb,308,4,-1,0,unknown,no
26,admin.,single,secondary,no,4060,yes,no,cellular,16,may,36,1,184,5,failure,no
30,admin.,married,secondary,no,417,yes,no,unknown,19,may,847,1,353,1,other,yes
37,management,married,tertiary,no,1629,yes,no,cellular,22,feb,331,2,-1,0,unknown,no
25,management,married,tertiary,no,-43,no,no,cellular,25,jul,97,20,-1,0,unknown,no
46,blue-collar,married,secondary,no,1012,yes,yes,unknown,22,may,51,1,-1,0,unknown,no
56,blue-collar,married,primary,no,1414,yes,no,unknown,2,jun,365,4,-1,0,unknown,no
47,retired,married,primary,no,659,yes,yes,cellular,15,jun,93,3,99,1,failure,no
47,retired,married,primary,no,66,no,no,cellular,5,feb,210,2,351,3,success,yes
31,management,married,tertiary,no,3021,no,no,cellular,29,jul,838,3,-1,0,unknown,no
32,blue-collar,married,tertiary,no,-51,no,no,cellular,5,nov,298,1,100,1,other,yes
42,admin.,single,secondary,no,5444,yes,no,unknown,8,may,286,1,-1,0,unknown,no
55,retired,married,secondary,no,280,no,no,cellular,2,feb,147,2,176,1,success,yes
49,management,married,tertiary,no,3523,no,no,cellular,19,aug,201,7,-1,0,unknown,no
31,management,single,primary,no,3403,yes,yes,cellular,3,apr,160,1,284,2,failure,no
54,management,divorced,unknown,no,692,no,yes,unknown,15,may,1067,4,-1,0,unknown,no
43,admin.,single,primary,no,45,yes,yes,unknown,24,may,151,2,-1,0,unknown,no
43,management,married,tertiary,no,2518,yes,no,cellular,14,aug,903,1,-1,0,unknown,yes
54,management,married,primary,no,439,no,no,cellular,5,aug,88,3,-1,0,unknown,no
35,management,married,tertiary,no,-264,no,no,cellular,2,aug,220,2,-1,0,unknown,no
38,technician,married,secondary,yes,1196,yes,no,unknown,19,may,317,1,-1,0,unknown,no
36,management,married,tertiary,no,3131,no,yes,cellular,17,feb,176,1,173,6,success,yes
39,self-employed,married,tertiary,no,242,no,no,cellular,7,feb,478,1,116,0,unknown,yes
54,retired,divorced,primary,no,664,no,no,unknown,4,feb,802,1,-1,0,unknown,yes
50,management,married,tertiary,no,7821,yes,no,unknown,18,may,98,1,0,0,unknown,no
35,services,married,primary,no,1245,yes,no,cellular,14,nov,70,1,289,4,failure,no
55,blue-collar,married,secondary,no,4404,yes,no,cellular,7,jul,238,2,-1,0,unknown,no
25,admin.,single,tertiary,no,306,no,no,telephone,4,may,210,2,91,1,failure,no
58,management,married,tertiary,no,203,no,no,cellular,12,mar,821,1,457,2,other,yes
33,admin.,married,secondary,no,99,no,no,unknown,18,nov,242,2,-1,0,unknown,yes
61,technician,married,secondary,no,3034,no,yes,cellular,12,feb,277,3,-1,0,unknown,no
44,admin.,married,secondary,no,3083,no,no,cellular,16,feb,188,2,186,1,success,yes
36,management,married,tertiary,no,11839,no,yes,unknown,25,nov,752,3,0,0,unknown,yes
61,retired,married,primary,no,-21,no,no,telephone,3,jun,565,1,182,3,unknown,yes
44,services,married,secondary,no,245,yes,yes,unknown,26,may,279,5,-1,0,unknown,no
42,housemaid,married,secondary,no,1281,yes,yes,cellular,9,may,75,1,-1,0,unknown,no
25,management,divorced,tertiary,no,2488,no,no,cellular,18,jul,870,1,-1,1,unknown,yes
30,technician,married,tertiary,no,1060,no,no,cellular,25,aug,176,3,0,0,unknown,no
37,management,married,tertiary,no,4191,no,no,cellular,14,aug,425,3,0,0,unknown,no
35,blue-collar,married,primary,no,294,yes,no,cellular,6,may,161,3,291,1,other,no
54,retired,married,unknown,no,136,no,no,cellular,1,feb,254,1,328,1,failure,yes
31,blue-collar,single,tertiary,no,736,yes,no,unknown,13,jun,105,2,-1,0,unknown,yes
55,retired,married,unknown,no,12836,no,yes,cellular,15,feb,412,1,174,6,failure,yes
43,entrepreneur,married,secondary,no,6092,yes,no,cellular,6,may,1020,3,-1,0,unknown,yes
25,admin.,single,secondary,no,1630,no,no,cellular,10,mar,783,1,-1,0,unknown,yes
43,management,married,tertiary,no,6812,yes,no,cellular,18,feb,88,3,259,1,success,yes
47,blue-collar,married,secondary,no,1406,yes,yes,unknown,8,may,782,3,-1,0,unknown,no
83,retired,married,secondary,no,506,no,no,cellular,8,oct,870,1,79,3,success,yes
62,retired,married,unknown,no,68,no,no,cellular,17,feb,97,1,516,3,failure,no
40,retired,married,primary,no,1276,no,yes,unknown,4,apr,656,2,-1,0,unknown,no
31,self-employed,married,secondary,no,989,yes,no,unknown,24,feb,74,1,-1,0,unknown,no
31,technician,married,secondary,no,1879,yes,no,cellular,12,may,341,1,330,7,success,yes
26,student,single,tertiary,no,5985,no,no,cellular,19,jan,136,6,0,0,unknown,no
55,services,married,primary,no,299,no,no,cellular,18,oct,804,2,-1,0,unknown,yes
45,management,married,secondary,no,23,no,no,cellular,4,feb,2,4,181,2,success,yes
42,entrepreneur,married,secondary,no,83,no,no,cellular,24,aug,584,4,-1,0,unknown,no
84,retired,married,tertiary,no,73,no,no,telephone,30,feb,732,2,-1,0,unknown,yes
44,management,married,tertiary,no,793,yes,no,cellular,16,apr,669,2,280,2,other,no
27,unemployed,single,tertiary,no,5493,no,no,cellular,25,nov,282,1,0,0,unknown,no
29,admin.,married,primary,no,300,yes,no,cellular,12,nov,2,3,98,2,other,no
54,management,married,tertiary,no,2895,no,no,cellular,1,jun,260,2,96,2,success,yes
53,unknown,married,primary,no,271,no,no,telephone,8,jul,968,1,-1,0,unknown,yes
31,student,single,unknown,no,2270,no,no,cellular,4,may,137,1,97,5,success,yes
36,admin.,married,secondary,no,260,yes,yes,cellular,3,may,295,1,289,1,failure,no
34,technician,married,tertiary,no,807,no,yes,cellular,23,nov,288,7,180,1,success,yes
27,admin.,married,secondary,no,3347,no,no,cellular,8,jun,181,1,178,1,success,yes
57,retired,married,secondary,no,2966,no,no,cellular,2,feb,144,1,167,2,success,yes
53,self-employed,single,primary,no,1807,no,no,cellular,17,oct,872,4,-1,0,unknown,no
31,services,single,secondary,no,447,no,no,cellular,22,jul,163,2,-1,0,unknown,yes
50,entrepreneur,married,primary,no,267,yes,no,cellular,17,may,97,1,456,3,other,no
35,management,divorced,tertiary,no,2595,no,no,unknown,11,nov,712,1,-1,0,unknown,yes
39,management,divorced,tertiary,yes,-3,no,no,cellular,11,aug,389,1,-1,0,unknown,yes
26,student,single,secondary,no,2161,yes,no,cellular,10,jan,187,3,179,1,success,no
37,admin.,married,secondary,no,1042,yes,no,cellular,2,feb,149,1,-1,0,unknown,no
52,admin.,married,secondary,no,3647,yes,yes,cellular,13,jun,337,3,-1,0,unknown,no
33,management,single,tertiary,no,268,yes,no,cellular,8,jul,919,2,-1,0,unknown,yes
31,services,married,secondary,no,132,yes,no,cellular,13,may,228,2,340,4,success,no
81,services,married,secondary,no,-76,yes,no,telephone,13,jul,672,4,-1,1,unknown,yes
41,blue-collar,married,secondary,no,761,yes,no,cellular,17,may,115,1,-1,0,unknown,no
25,blue-collar,married,primary,no,1824,yes,no,cellular,19,jul,928,3,-1,0,unknown,yes
32,blue-collar,married,secondary,no,2614,yes,no,cellular,2,apr,739,1,341,1,other,yes
37,blue-collar,married,secondary,no,963,no,no,cellular,23,aug,155,1,185,0,unknown,yes
18,student,single,unknown,no,2820,no,no,cellular,3,nov,163,1,-1,0,unknown,yes
47,management,divorced,tertiary,no,279,no,no,cellular,18,aug,865,2,0,0,unknown,yes
39,admin.,married,tertiary,no,8182,yes,no,cellular,4,jun,242,1,319,3,failure,yes
49,management,married,tertiary,no,643,no,no,cellular,15,jun,102,8,-1,0,unknown,no
26,student,single,unknown,no,321,no,no,cellular,25,jul,161,8,-1,0,unknown,no
27,student,single,secondary,no,355,no,no,cellular,22,aug,628,2,-1,0,unknown,yes
38,admin.,single,secondary,no,121,yes,no,cellular,24,may,326,1,-1,0,unknown,yes
23,admin.,single,secondary,no,241,yes,no,cellular,19,may,75,3,0,0,unknown,no
36,unemployed,single,tertiary,no,1324,no,no,cellular,25,aug,202,5,-1,0,unknown,no
44,management,married,tertiary,no,2267,no,no,cellular,7,oct,782,2,-1,0,unknown,yes
42,technician,married,secondary,no,334,yes,yes,unknown,25,may,278,5,0,0,unknown,no
44,technician,married,tertiary,no,5277,yes,yes,cellular,12,jun,467,1,-1,4,unknown,yes
42,management,married,tertiary,no,1095,no,no,cellular,17,feb,92,4,358,1,failure,no
59,management,married,tertiary,no,6439,no,yes,cellular,21,nov,296,1,0,1,failure,no
56,retired,divorced,tertiary,no,-67,no,no,cellular,23,mar,317,1,-1,0,unknown,no
24,admin.,single,unknown,no,472,no,no,cellular,16,nov,18,1,93,2,success,no
28,technician,single,secondary,no,2325,yes,no,cellular,4,may,878,1,294,2,success,yes
45,technician,married,tertiary,no,442,yes,no,cellular,28,nov,54,1,278,1,other,no
25,self-employed,single,secondary,no,533,no,no,unknown,8,may,402,2,-1,0,unknown,no
38,technician,married,primary,no,3835,yes,no,cellular,15,aug,297,1,281,5,other,yes
32,blue-collar,single,secondary,no,287,yes,no,unknown,22,may,125,2,-1,0,unknown,no
38,management,married,tertiary,no,69,no,yes,cellular,15,feb,358,4,-1,0,unknown,yes
57,housemaid,married,primary,no,154,no,no,telephone,14,feb,249,4,-1,0,unknown,no
48,admin.,single,tertiary,no,1864,yes,no,unknown,10,jun,855,3,0,0,unknown,yes
36,management,married,primary,yes,-38,no,no,unknown,30,jul,254,2,-1,0,unknown,yes
47,services,divorced,primary,yes,-88,yes,no,cellular,11,jan,220,1,87,7,failure,yes
35,technician,married,secondary,no,587,yes,yes,unknown,6,may,246,1,0,0,unknown,no
33,management,married,tertiary,no,1520,yes,no,cellular,6,feb,66,1,128,2,success,no
32,technician,married,tertiary,no,1615,yes,no,cellular,12,jul,61,2,-1,0,unknown,no
38,technician,married,secondary,no,4680,no,no,cellular,14,nov,528,1,182,1,success,yes
37,unemployed,single,primary,no,1627,no,no,cellular,19,nov,438,1,-1,0,unknown,no
35,management,married,tertiary,yes,152,no,no,unknown,25,jul,762,5,-1,0,unknown,no
50,management,divorced,tertiary,no,3279,no,no,cellular,20,feb,89,1,182,1,failure,no
43,services,married,tertiary,no,177,yes,no,cellular,19,apr,138,2,290,2,failure,yes
41,management,married,tertiary,no,1012,yes,no,cellular,9,mar,186,2,-1,0,unknown,no
55,housemaid,married,primary,no,505,no,no,telephone,22,jul,126,1,0,0,unknown,no
50,management,married,primary,no,298,no,no,telephone,25,may,102,7,-1,0,unknown,no
52,blue-collar,married,primary,no,371,yes,no,cellular,9,may,438,1,-1,0,unknown,no
32,management,single,tertiary,no,120,yes,yes,cellular,13,may,381,2,-1,0,unknown,yes
44,entrepreneur,married,tertiary,no,292,no,no,cellular,3,jul,354,7,-1,0,unknown,no
76,retired,married,primary,no,715,no,no,cellular,18,aug,260,1,-1,0,unknown,no
28,self-employed,married,unknown,no,9791,no,no,cellular,9,feb,238,1,90,1,failure,no
34,admin.,single,secondary,no,1122,yes,no,cellular,14,nov,1305,1,-1,0,unknown,no
50,management,married,tertiary,no,26826,no,no,unknown,3,jun,89,5,-1,0,failure,no
64,admin.,married,secondary,no,1791,no,no,telephone,19,aug,260,6,0,0,unknown,yes
50,technician,married,secondary,no,33,no,no,cellular,26,feb,224,4,0,0,unknown,no
36,management,married,tertiary,no,4462,yes,no,cellular,1,oct,870,1,113,9,success,yes
32,housemaid,married,unknown,no,3499,no,no,cellular,27,apr,309,3,0,0,unknown,no
39,technician,single,secondary,yes,626,yes,yes,cellular,6,nov,412,1,-1,0,unknown,yes
44,technician,married,secondary,no,2449,yes,yes,cellular,16,feb,420,1,210,6,success,yes
28,technician,single,primary,no,809,yes,yes,cellular,6,may,616,1,183,1,success,yes
39,management,married,tertiary,no,-81,yes,no,unknown,9,may,94,1,-1,0,unknown,no
24,blue-collar,single,secondary,yes,-46,no,no,cellular,24,jul,278,8,-1,0,unknown,no
34,management,single,tertiary,no,2825,no,no,cellular,12,sep,513,1,-1,0,unknown,yes
25,student,single,secondary,no,3311,yes,no,unknown,22,may,351,2,-1,0,unknown,no
40,services,married,secondary,no,419,yes,no,cellular,4,nov,171,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,12522,yes,no,cellular,12,may,601,1,-1,0,unknown,no
46,entrepreneur,married,primary,no,122,yes,no,cellular,19,jul,253,1,-1,0,unknown,yes
36,retired,married,unknown,no,317,no,no,cellular,4,aug,553,2,0,0,unknown,no
52,admin.,married,secondary,no,2699,no,no,cellular,18,feb,189,4,-1,0,unknown,no
56,blue-collar,married,secondary,no,65,no,no,cellular,6,aug,461,2,-1,0,unknown,no
47,services,married,secondary,no,212,no,no,cellular,18,nov,167,1,-1,0,unknown,no
43,management,married,tertiary,no,370,yes,no,cellular,13,may,88,2,-1,0,unknown,no
50,management,married,tertiary,no,330,no,no,cellular,27,nov,416,7,-1,0,unknown,yes
40,management,married,tertiary,no,1072,no,no,cellular,23,feb,197,2,129,6,other,no
32,services,married,tertiary,no,31270,no,no,cellular,13,apr,11,5,175,4,failure,no
29,student,single,unknown,no,1131,no,no,cellular,7,jan,442,2,-1,0,unknown,no
25,services,married,secondary,no,4797,no,no,unknown,1,feb,307,3,0,0,unknown,no
31,management,married,tertiary,no,514,no,no,cellular,15,oct,199,1,180,1,success,no
36,admin.,single,secondary,no,866,no,no,cellular,25,aug,241,1,-1,0,unknown,no
41,blue-collar,single,secondary,no,13,yes,yes,unknown,13,may,856,3,0,0,unknown,no
67,technician,married,tertiary,no,337,no,no,cellular,21,aug,107,3,-1,0,unknown,yes
26,unemployed,single,tertiary,no,1499,yes,no,unknown,16,nov,184,1,-1,0,unknown,no
46,blue-collar,single,secondary,yes,-199,yes,no,unknown,27,jun,65,2,-1,0,unknown,no
47,admin.,single,tertiary,no,1373,yes,no,unknown,3,may,381,1,-1,0,unknown,no
29,admin.,divorced,tertiary,no,374,no,no,cellular,17,nov,228,2,-1,0,unknown,no
40,management,single,secondary,no,8235,yes,yes,cellular,10,may,2,1,329,1,other,no
31,management,single,tertiary,no,7916,yes,no,telephone,17,may,116,1,-1,0,unknown,no
34,management,divorced,tertiary,no,1098,no,no,cellular,24,may,126,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,521,yes,no,cellular,11,nov,490,1,184,7,success,yes
29,technician,single,secondary,no,329,no,no,cellular,18,feb,514,3,-1,0,unknown,yes
43,management,married,tertiary,no,1356,yes,no,cellular,28,apr,121,8,0,0,unknown,no
47,admin.,married,secondary,no,170,no,yes,unknown,23,jun,324,1,-1,1,success,no
33,technician,married,secondary,no,191,yes,yes,cellular,19,aug,99,5,0,0,unknown,no
54,retired,divorced,secondary,no,5711,no,no,unknown,7,feb,270,1,-1,0,unknown,yes
39,admin.,married,secondary,no,710,yes,no,cellular,11,aug,392,2,-1,0,unknown,yes
39,services,divorced,primary,yes,17,no,yes,unknown,19,jun,1170,1,-1,0,unknown,yes
38,technician,single,secondary,no,445,yes,no,cellular,18,jan,156,1,-1,0,unknown,no
46,technician,divorced,primary,no,185,yes,yes,unknown,10,feb,109,2,-1,0,unknown,no
30,services,married,primary,no,237,yes,yes,cellular,12,jul,164,13,-1,0,unknown,no
46,technician,married,unknown,no,3462,yes,no,telephone,15,feb,944,2,312,2,other,yes
38,technician,married,unknown,no,1695,no,yes,cellular,18,aug,89,1,-1,0,unknown,no
46,admin.,divorced,secondary,yes,-94,no,no,cellular,3,feb,435,3,0,0,unknown,yes
34,blue-collar,married,primary,no,243,yes,yes,telephone,25,jul,88,23,-1,0,unknown,no
33,admin.,married,secondary,no,1277,yes,no,telephone,28,may,241,2,-1,0,unknown,yes
38,management,married,tertiary,no,176,yes,yes,cellular,29,may,61,2,-1,0,unknown,no
53,management,married,tertiary,no,2795,no,no,cellular,19,aug,476,4,102,3,failure,yes
38,management,married,tertiary,no,4916,no,no,cellular,17,jun,196,1,330,2,success,yes
37,technician,married,tertiary,no,2367,no,no,cellular,26,aug,14,2,-1,0,unknown,no
35,management,married,tertiary,no,4498,no,no,cellular,17,nov,85,5,-1,0,unknown,no
55,retired,married,primary,no,-73,no,no,cellular,15,mar,616,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,2084,yes,no,unknown,17,may,403,1,319,1,unknown,no
26,blue-collar,single,secondary,no,3207,no,no,cellular,9,may,252,1,-1,0,unknown,no
35,technician,single,unknown,no,160,no,no,cellular,7,may,145,3,0,0,unknown,no
21,admin.,married,secondary,no,232,no,no,cellular,19,may,10,5,0,0,unknown,no
37,blue-collar,married,primary,no,390,yes,no,cellular,12,may,101,4,357,1,other,no
44,management,married,tertiary,no,-3,no,no,cellular,19,nov,311,8,-1,0,unknown,no
29,technician,single,tertiary,no,169,yes,no,cellular,18,apr,431,1,-1,0,unknown,no
44,admin.,married,primary,no,155,yes,yes,cellular,19,mar,395,1,278,1,failure,yes
31,admin.,married,unknown,no,-24,no,yes,unknown,6,jun,1156,3,-1,0,unknown,yes
32,self-employed,single,secondary,no,2064,no,no,cellular,16,feb,222,1,176,0,success,yes
58,services,married,secondary,no,51,yes,no,cellular,8,jun,211,1,253,1,other,no
57,retired,married,unknown,yes,-193,no,yes,cellular,12,aug,139,2,-1,0,other,yes
27,technician,single,secondary,no,4251,yes,no,unknown,26,may,166,1,0,0,unknown,no
32,management,married,tertiary,no,582,yes,yes,cellular,5,feb,261,8,183,9,success,no
45,retired,married,secondary,no,8028,no,no,cellular,20,jun,324,1,327,2,success,yes
39,services,married,primary,no,188,no,no,cellular,27,jul,56,8,-1,0,unknown,no
45,blue-collar,married,secondary,no,450,yes,no,cellular,19,jul,130,3,0,0,unknown,no
47,unemployed,married,primary,no,3303,no,yes,cellular,22,jun,112,3,0,0,unknown,no
63,management,married,tertiary,no,1901,yes,no,cellular,14,mar,430,1,79,5,failure,yes
57,management,married,unknown,no,723,yes,no,cellular,6,feb,672,1,184,3,success,yes
39,admin.,divorced,tertiary,no,44,yes,no,cellular,6,may,949,1,0,0,unknown,no
60,retired,married,secondary,no,12058,no,no,cellular,18,feb,1086,1,-1,0,unknown,yes
44,services,married,primary,no,1790,no,no,unknown,17,aug,312,4,-1,0,unknown,no
30,student,single,tertiary,no,1716,no,no,cellular,29,feb,178,1,194,8,other,yes
44,management,married,unknown,no,440,yes,yes,cellular,8,jul,102,2,-1,0,unknown,no
43,management,married,tertiary,no,340,no,no,cellular,7,feb,199,1,186,1,success,no
40,technician,married,unknown,no,259,no,yes,cellular,26,aug,892,11,-1,0,unknown,yes
39,blue-collar,married,secondary,no,254,no,yes,cellular,27,nov,39,3,-1,0,unknown,no
24,student,single,unknown,no,1867,no,no,cellular,11,mar,482,1,-1,0,unknown,yes
57,technician,married,secondary,no,365,yes,yes,unknown,13,jun,42,1,-1,0,unknown,no
54,admin.,married,secondary,no,2479,no,yes,unknown,6,may,579,3,0,0,unknown,no
49,retired,married,primary,no,1034,no,no,cellular,12,may,295,2,-1,0,unknown,no
38,admin.,married,secondary,no,558,yes,yes,cellular,6,nov,1532,3,0,0,unknown,no
47,entrepreneur,married,primary,no,1728,yes,no,cellular,9,jan,456,3,356,4,success,no
57,blue-collar,married,unknown,no,1600,no,no,cellular,21,feb,32,2,-1,0,unknown,yes
56,admin.,married,tertiary,no,4247,yes,no,unknown,3,jun,203,1,90,7,success,yes
48,housemaid,married,tertiary,no,132,no,no,cellular,26,oct,91,3,99,3,failure,no
54,retired,married,tertiary,no,1612,no,no,unknown,2,jun,655,3,-1,0,unknown,no
31,unemployed,single,secondary,no,107,no,no,cellular,30,jul,571,3,-1,0,unknown,yes
28,technician,married,secondary,no,997,yes,yes,cellular,16,aug,123,1,-1,0,unknown,no
70,management,married,tertiary,no,12086,no,no,cellular,19,aug,167,2,-1,0,unknown,yes
56,admin.,married,secondary,no,3875,no,no,telephone,19,apr,400,1,-1,0,unknown,yes
37,unknown,married,unknown,no,-126,no,yes,cellular,18,jul,753,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,326,yes,no,cellular,5,jul,408,8,0,0,unknown,yes
32,services,married,secondary,no,126,no,no,telephone,22,mar,356,8,-1,0,unknown,yes
73,retired,married,primary,no,426,no,no,cellular,4,jun,366,4,-1,0,unknown,yes
28,admin.,single,secondary,no,433,no,no,cellular,8,jul,159,3,-1,0,unknown,no
30,services,single,tertiary,no,2586,yes,no,cellular,5,may,710,1,-1,0,unknown,yes
33,self-employed,single,unknown,no,602,yes,no,cellular,24,nov,203,1,-1,0,unknown,no
27,unemployed,single,unknown,no,-154,no,no,cellular,9,feb,334,1,-1,0,unknown,no
51,management,married,primary,no,339,no,no,cellular,15,aug,72,3,178,1,other,yes
32,unknown,married,tertiary,no,2451,no,yes,cellular,5,jul,443,1,-1,0,unknown,yes
43,technician,married,secondary,no,1082,no,yes,cellular,23,feb,137,2,-1,0,unknown,no
32,blue-collar,divorced,tertiary,no,722,no,yes,cellular,14,jul,909,2,-1,0,unknown,yes
43,technician,married,secondary,no,115,yes,no,cellular,15,may,136,1,303,1,failure,no
37,services,married,secondary,no,2292,no,no,cellular,19,oct,587,1,-1,0,unknown,yes
43,admin.,single,secondary,no,2228,no,no,unknown,10,jun,887,3,1,0,unknown,no
44,technician,married,tertiary,no,252,yes,no,telephone,25,jul,114,11,-1,0,unknown,no
32,blue-collar,married,primary,no,2704,yes,no,cellular,12,may,79,5,324,1,other,no
46,entrepreneur,married,secondary,no,2376,yes,no,unknown,3,jun,226,2,-1,0,unknown,no
32,technician,single,secondary,no,62,yes,yes,cellular,14,may,107,1,285,1,other,no
52,management,married,tertiary,no,1255,yes,yes,unknown,26,jul,174,7,0,0,unknown,no
25,technician,single,tertiary,no,123,no,no,cellular,14,aug,263,3,-1,0,unknown,yes
49,unemployed,married,secondary,no,465,no,no,cellular,23,aug,363,12,0,0,unknown,no
50,retired,married,secondary,no,4760,no,no,unknown,2,dec,305,2,-1,0,unknown,yes
33,blue-collar,married,tertiary,no,120,no,no,cellular,14,may,392,2,-1,0,unknown,yes
39,self-employed,divorced,primary,yes,-193,no,yes,cellular,13,aug,265,3,-1,0,unknown,no
19,technician,single,secondary,no,1721,no,no,cellular,5,aug,663,1,-1,1,other,yes
38,blue-collar,single,secondary,no,6079,no,no,cellular,19,nov,893,2,180,6,success,yes
30,management,married,tertiary,no,-59,yes,yes,cellular,24,jul,169,5,-1,0,unknown,no
43,management,married,tertiary,no,105,no,no,cellular,11,jul,217,1,239,1,failure,no
30,admin.,single,secondary,no,294,no,no,unknown,8,may,213,1,-1,0,unknown,no
51,blue-collar,divorced,primary,no,329,yes,no,cellular,18,may,69,2,308,3,failure,yes
40,services,married,secondary,no,11619,yes,no,cellular,2,feb,361,4,66,0,unknown,no
40,management,divorced,tertiary,no,4767,yes,no,cellular,16,may,56,3,64,7,other,yes
42,management,married,tertiary,no,627,yes,yes,cellular,21,jul,81,3,-1,0,unknown,no
51,management,married,tertiary,no,586,no,no,cellular,18,aug,487,2,-1,6,other,yes
63,services,divorced,secondary,no,138,no,no,cellular,19,jun,253,1,-1,0,unknown,yes
39,management,married,tertiary,no,1376,no,yes,cellular,25,feb,392,2,-1,0,unknown,no
42,management,married,tertiary,no,5597,no,no,cellular,8,mar,455,2,-1,0,unknown,yes
23,student,single,unknown,no,75,no,no,unknown,5,may,186,1,0,0,unknown,no
54,unknown,married,unknown,no,10,no,no,cellular,3,feb,705,2,179,4,success,yes
27,student,single,tertiary,no,1791,no,no,cellular,1,jun,251,1,0,0,unknown,no
31,admin.,married,secondary,no,2155,no,yes,cellular,18,feb,241,1,-1,0,unknown,no
41,technician,married,tertiary,no,244,yes,no,cellular,22,may,235,1,87,1,success,yes
36,self-employed,married,tertiary,no,104,yes,no,cellular,18,apr,95,2,273,3,failure,no
35,blue-collar,single,tertiary,no,684,yes,no,cellular,17,jul,269,1,-1,0,unknown,no
49,management,married,tertiary,no,88,no,no,cellular,31,jan,368,7,-1,0,unknown,no
27,blue-collar,single,tertiary,no,5422,yes,no,cellular,11,may,308,4,184,1,other,no
32,technician,single,unknown,no,118,yes,no,cellular,17,jul,189,1,-1,0,unknown,no
33,admin.,married,secondary,no,2147,yes,no,cellular,9,nov,184,1,179,1,success,yes
33,admin.,single,secondary,no,238,yes,no,telephone,9,nov,511,1,-1,0,unknown,no
37,unemployed,married,secondary,no,1087,no,no,cellular,19,oct,87,4,-1,0,unknown,no
50,technician,married,secondary,no,517,yes,no,unknown,2,jun,114,1,-1,0,unknown,no
37,admin.,married,secondary,no,6558,yes,no,cellular,1,jun,854,1,0,0,unknown,yes
29,student,single,tertiary,no,-119,no,no,cellular,2,aug,768,1,173,1,success,yes
59,retired,married,primary,no,10279,yes,no,cellular,4,jun,33,1,80,3,failure,no
52,retired,married,primary,no,188,no,no,unknown,10,jun,154,1,-1,0,unknown,no
60,unemployed,divorced,primary,no,6314,no,no,cellular,20,jul,141,1,-1,0,unknown,yes
37,technician,single,tertiary,no,433,yes,no,cellular,17,oct,1075,2,-1,0,unknown,yes
36,management,married,primary,no,962,yes,no,cellular,3,may,439,1,-1,0,unknown,no
63,retired,divorced,primary,no,681,no,no,cellular,9,feb,247,8,-1,0,unknown,yes
49,housemaid,married,tertiary,no,14189,no,no,cellular,18,feb,274,7,-1,0,unknown,no
48,blue-collar,married,tertiary,no,143,yes,no,cellular,29,nov,484,2,-1,0,unknown,no
40,blue-collar,married,primary,no,394,yes,no,telephone,16,may,339,2,186,2,other,no
45,retired,married,primary,no,146,no,no,telephone,21,aug,796,3,-1,0,unknown,yes
56,retired,married,primary,no,2928,no,no,cellular,9,aug,368,2,-1,0,unknown,no
37,admin.,married,secondary,no,171,yes,no,cellular,20,jun,96,2,-1,0,unknown,no
52,retired,married,secondary,no,1892,no,no,cellular,7,mar,739,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,82,yes,yes,cellular,12,may,236,1,273,5,success,no
35,management,single,unknown,no,3200,yes,no,cellular,17,may,230,1,421,8,other,no
43,self-employed,married,tertiary,no,839,no,yes,cellular,21,dec,145,2,81,3,success,yes
59,management,married,tertiary,no,5412,no,no,cellular,2,nov,274,2,182,1,success,yes
32,technician,single,unknown,no,5397,yes,no,unknown,27,may,142,1,-1,0,unknown,no
33,student,married,unknown,no,6987,yes,no,cellular,16,nov,235,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,2237,yes,yes,unknown,12,jun,736,2,-1,0,unknown,no
72,retired,married,primary,no,234,no,no,cellular,11,jul,739,2,-1,0,unknown,yes
37,technician,married,secondary,no,274,yes,yes,cellular,13,may,999,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,295,yes,no,cellular,12,feb,87,1,302,2,success,no
23,student,single,secondary,no,4476,no,no,cellular,14,may,198,3,181,2,success,yes
29,student,single,tertiary,no,3110,no,no,cellular,6,oct,247,1,125,2,success,yes
79,retired,married,primary,yes,339,no,no,unknown,3,jun,226,3,-1,0,unknown,no
46,management,single,tertiary,no,4841,no,no,cellular,27,apr,619,3,-1,0,unknown,yes
25,management,divorced,tertiary,yes,952,no,yes,cellular,30,may,183,1,-1,0,unknown,no
36,management,single,tertiary,no,304,yes,no,unknown,10,may,625,3,-1,0,unknown,yes
44,housemaid,divorced,primary,yes,37,no,no,cellular,23,jul,1148,11,-1,0,unknown,no
