age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
51,blue-collar,married,tertiary,no,1082,yes,no,cellular,9,aug,1157,2,-1,0,unknown,no
32,management,single,tertiary,no,10788,no,no,cellular,19,jul,175,5,0,0,unknown,no
29,management,single,tertiary,no,5298,yes,no,unknown,20,jun,109,3,-1,0,unknown,no
37,technician,single,tertiary,no,197,no,no,unknown,10,jun,45,1,0,0,unknown,yes
56,entrepreneur,married,secondary,no,141,yes,yes,telephone,29,may,83,4,-1,0,unknown,no
85,retired,married,unknown,no,624,no,no,cellular,28,jan,74,2,-1,0,unknown,no
50,blue-collar,single,primary,yes,-157,yes,yes,unknown,9,may,141,5,0,0,unknown,no
51,blue-collar,married,secondary,no,1381,no,yes,cellular,31,jul,27,19,0,0,unknown,no
60,technician,married,secondary,no,20087,no,no,unknown,6,jun,129,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,855,yes,no,cellular,6,apr,150,8,367,5,failure,no
42,self-employed,married,secondary,no,1679,no,no,cellular,3,jun,1075,1,176,3,success,yes
29,blue-collar,married,secondary,no,1363,yes,no,cellular,14,apr,956,1,329,2,other,yes
36,blue-collar,married,secondary,no,1206,yes,no,unknown,17,may,71,1,-1,0,unknown,no
49,blue-collar,married,unknown,no,511,no,no,unknown,8,may,236,1,0,0,unknown,no
31,blue-collar,single,primary,no,274,no,no,cellular,28,aug,164,1,0,0,unknown,no
58,blue-collar,married,primary,yes,-67,yes,yes,unknown,8,jun,59,1,-1,0,unknown,no
55,blue-collar,married,unknown,no,908,no,no,telephone,24,jan,524,2,112,1,failure,no
47,management,divorced,tertiary,yes,6654,no,no,unknown,5,jul,379,2,-1,0,unknown,yes
41,blue-collar,married,primary,yes,-45,yes,yes,cellular,9,jul,149,17,0,0,unknown,no
41,blue-collar,married,secondary,no,368,yes,no,unknown,6,may,1456,3,0,0,unknown,no
45,blue-collar,married,secondary,yes,179,yes,no,unknown,31,may,152,2,-1,0,unknown,no
50,management,single,unknown,no,111,yes,no,unknown,21,may,344,5,-1,0,unknown,no
30,management,single,tertiary,no,1418,no,no,unknown,7,may,1842,3,-1,0,unknown,yes
67,technician,married,secondary,no,2585,no,no,cellular,10,oct,1217,2,98,3,success,yes
55,management,married,tertiary,no,340,no,no,cellular,19,mar,841,1,0,0,unknown,yes
35,technician,married,secondary,no,307,yes,yes,telephone,30,apr,114,2,282,0,unknown,yes
42,technician,married,tertiary,no,1043,no,no,cellular,30,sep,979,2,-1,0,unknown,yes
56,management,married,tertiary,no,1082,no,yes,cellular,7,feb,168,2,626,3,other,no
36,services,married,secondary,no,1387,yes,no,cellular,22,apr,25,1,0,0,unknown,no
73,retired,single,secondary,no,122,no,no,cellular,15,sep,786,2,191,4,success,yes
37,technician,single,unknown,no,46,yes,no,telephone,13,may,413,3,0,0,unknown,no
26,services,single,secondary,no,1674,yes,no,cellular,8,apr,354,3,0,0,unknown,yes
38,blue-collar,single,tertiary,no,8,yes,no,telephone,14,nov,103,3,335,4,failure,no
56,retired,divorced,primary,no,91,no,no,cellular,8,sep,341,3,-1,0,unknown,yes
34,services,married,secondary,no,481,yes,no,cellular,20,nov,97,1,361,1,unknown,no
59,blue-collar,married,secondary,no,906,no,no,cellular,10,feb,151,7,0,0,unknown,no
43,blue-collar,married,tertiary,yes,-29,no,no,unknown,30,may,215,2,0,0,unknown,no
58,blue-collar,married,primary,no,-37,yes,no,unknown,14,may,116,1,0,0,unknown,no
44,services,single,unknown,no,1691,no,no,cellular,22,apr,183,2,-1,0,unknown,yes
43,management,married,tertiary,no,8168,yes,no,cellular,30,jul,317,1,-1,0,unknown,no
33,technician,single,primary,no,503,yes,yes,unknown,30,nov,29,1,-1,0,unknown,no
34,management,single,tertiary,no,-134,yes,yes,cellular,23,jul,93,1,0,0,unknown,no
34,student,single,tertiary,no,368,yes,no,cellular,20,jul,64,5,0,0,unknown,no
41,services,married,unknown,no,62,yes,no,unknown,8,jun,416,2,180,0,failure,no
43,management,married,tertiary,no,430,yes,no,telephone,21,oct,321,1,354,1,failure,yes
32,entrepreneur,divorced,tertiary,no,-98,yes,no,unknown,30,jun,86,3,117,5,other,yes
37,self-employed,married,tertiary,no,1414,no,no,cellular,20,nov,205,1,95,2,success,yes
29,admin.,single,secondary,no,3925,no,no,unknown,11,may,1115,2,-1,0,unknown,yes
42,technician,married,tertiary,no,3108,no,no,cellular,16,oct,1186,1,186,1,success,yes
40,services,married,secondary,no,472,yes,yes,unknown,8,may,612,1,0,0,unknown,no
50,management,married,tertiary,no,379,no,no,unknown,20,aug,97,3,-1,0,unknown,no
52,management,married,tertiary,no,2606,no,no,cellular,8,dec,773,2,-1,0,unknown,yes
57,admin.,married,secondary,no,846,yes,no,unknown,16,may,124,2,0,0,unknown,no
39,blue-collar,single,secondary,no,1171,yes,no,cellular,25,feb,199,1,0,0,unknown,no
35,management,married,tertiary,no,4874,no,no,cellular,21,jul,403,1,192,0,other,yes
39,management,single,tertiary,no,838,yes,no,unknown,18,may,789,1,-1,0,unknown,no
30,retired,single,tertiary,no,6550,yes,no,cellular,19,sep,799,1,0,0,unknown,yes
49,blue-collar,married,unknown,no,1096,no,no,telephone,30,oct,918,2,-1,0,unknown,no
32,student,single,unknown,no,81,no,no,cellular,15,aug,165,2,0,0,unknown,no
47,entrepreneur,married,tertiary,no,6973,no,no,telephone,20,jun,72,2,-1,0,unknown,no
38,admin.,divorced,primary,no,577,no,no,telephone,19,jan,287,1,91,5,failure,yes
38,blue-collar,married,tertiary,no,47,yes,no,unknown,28,may,145,6,-1,0,unknown,no
44,unemployed,married,tertiary,no,3497,no,no,cellular,12,sep,267,3,101,3,success,yes
38,blue-collar,married,primary,no,305,yes,no,unknown,6,may,185,5,-1,0,unknown,no
44,services,single,unknown,no,1096,no,no,cellular,4,may,532,4,-1,0,unknown,yes
51,unemployed,divorced,unknown,no,215,no,no,unknown,6,may,269,1,0,0,unknown,no
56,blue-collar,married,secondary,no,592,no,no,unknown,21,jun,161,2,-1,0,unknown,yes
51,management,single,tertiary,no,963,yes,no,cellular,8,jul,426,1,0,0,unknown,yes
34,blue-collar,married,secondary,no,72,yes,yes,unknown,25,may,125,3,371,3,failure,no
48,blue-collar,married,primary,yes,74,no,no,cellular,8,jul,227,2,-1,0,unknown,yes
32,services,single,unknown,no,389,yes,no,unknown,23,may,112,1,-1,0,unknown,no
47,blue-collar,single,secondary,no,37,yes,no,cellular,12,may,80,2,0,0,unknown,no
46,management,married,tertiary,no,1056,yes,no,unknown,20,may,203,1,-1,0,unknown,no
36,self-employed,single,tertiary,no,74,no,no,cellular,3,feb,217,1,97,3,success,yes
28,blue-collar,single,primary,no,399,yes,no,cellular,13,apr,1098,4,0,0,unknown,yes
38,management,single,tertiary,no,725,yes,no,unknown,16,may,856,1,0,0,unknown,no
33,blue-collar,married,secondary,no,356,yes,no,unknown,22,nov,658,1,-1,0,unknown,no
54,housemaid,married,unknown,no,365,yes,no,unknown,28,may,1016,3,-1,0,unknown,no
56,retired,married,tertiary,no,13637,no,no,cellular,20,aug,336,2,0,0,unknown,yes
54,entrepreneur,married,unknown,no,8244,yes,no,unknown,30,apr,870,2,-1,0,unknown,yes
53,technician,married,secondary,no,561,yes,yes,cellular,30,jul,85,8,0,0,unknown,no
60,technician,married,tertiary,no,3019,no,no,telephone,5,aug,247,3,95,3,success,yes
33,services,divorced,secondary,no,790,yes,no,cellular,13,may,960,1,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,294,yes,no,unknown,20,may,1664,2,-1,0,unknown,no
40,admin.,married,tertiary,no,208,no,no,cellular,21,jul,610,4,-1,0,unknown,yes
31,blue-collar,single,secondary,no,51,yes,no,unknown,27,may,303,5,0,0,unknown,no
30,management,divorced,tertiary,no,235,yes,no,unknown,31,may,33,1,1,0,unknown,no
93,retired,married,primary,no,595,no,no,telephone,6,jan,270,7,-1,0,unknown,no
35,technician,single,tertiary,no,595,yes,no,unknown,7,jun,388,1,0,0,unknown,no
35,management,married,tertiary,no,2170,yes,no,cellular,20,jul,1044,4,-1,0,unknown,yes
31,technician,single,secondary,no,970,yes,no,unknown,20,may,204,1,-1,0,unknown,no
36,self-employed,single,primary,no,491,no,no,cellular,30,aug,77,1,-1,0,unknown,no
41,entrepreneur,married,primary,no,319,yes,yes,unknown,21,may,135,2,-1,0,unknown,no
44,technician,married,secondary,no,5560,yes,no,cellular,30,jul,127,7,-1,0,unknown,no
86,retired,divorced,tertiary,no,19054,no,no,telephone,30,aug,354,2,94,5,success,yes
62,technician,married,primary,no,4794,yes,no,cellular,23,apr,351,3,0,0,unknown,no
28,admin.,single,secondary,no,1503,yes,yes,cellular,20,nov,122,1,0,0,unknown,no
35,management,divorced,tertiary,no,895,yes,no,unknown,7,may,131,3,-1,0,unknown,yes
35,student,single,unknown,no,776,no,no,cellular,21,jun,355,1,569,4,failure,yes
31,technician,married,tertiary,no,1103,yes,no,cellular,19,apr,475,2,0,0,unknown,no
25,student,single,tertiary,no,323,no,no,cellular,10,jan,1138,3,-1,0,success,yes
31,admin.,married,secondary,no,5027,yes,no,cellular,18,feb,855,1,93,3,failure,no
69,retired,divorced,primary,no,1278,no,no,cellular,5,jun,313,2,184,1,success,no
32,blue-collar,married,secondary,no,215,yes,yes,cellular,20,may,249,3,-1,0,unknown,no
51,blue-collar,married,secondary,no,228,yes,no,cellular,20,apr,84,4,-1,0,unknown,no
59,blue-collar,married,primary,no,1223,no,no,telephone,14,may,142,2,-1,0,unknown,no
34,technician,single,secondary,no,1013,yes,no,cellular,17,may,249,2,-1,0,unknown,yes
38,blue-collar,married,secondary,no,366,no,no,cellular,31,jul,159,2,-1,3,unknown,no
29,unemployed,single,unknown,no,194,no,yes,cellular,7,jan,261,2,0,0,unknown,yes
43,management,married,tertiary,no,321,no,no,cellular,30,jul,761,2,-1,0,unknown,yes
43,management,married,tertiary,no,1461,no,no,cellular,12,mar,186,1,0,0,unknown,no
29,management,single,tertiary,no,402,yes,no,unknown,11,may,65,5,0,0,unknown,no
38,unknown,married,unknown,no,1685,yes,no,telephone,14,sep,326,1,182,4,success,no
51,technician,married,secondary,no,303,yes,no,cellular,17,apr,680,2,-1,0,unknown,yes
38,blue-collar,married,primary,no,-117,yes,yes,cellular,16,apr,1037,1,-1,0,unknown,no
30,management,single,tertiary,yes,-35,no,no,cellular,14,aug,289,2,-1,0,unknown,yes
31,management,single,tertiary,no,13911,no,yes,cellular,21,nov,1273,3,-1,0,unknown,yes
34,blue-collar,single,secondary,no,473,yes,no,cellular,29,aug,122,6,0,0,unknown,no
38,blue-collar,single,secondary,no,299,yes,yes,unknown,19,jul,94,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,11818,no,no,cellular,19,jul,350,2,-1,0,unknown,yes
37,blue-collar,single,unknown,no,106,yes,no,unknown,8,may,705,3,-1,0,unknown,yes
28,student,single,tertiary,no,51,no,no,cellular,24,nov,999,1,496,4,success,yes
56,unknown,married,primary,no,290,yes,no,telephone,30,jul,16,8,0,0,unknown,no
48,blue-collar,divorced,primary,no,2308,no,no,cellular,28,aug,272,2,-1,0,unknown,no
30,unemployed,single,unknown,no,330,no,no,unknown,21,may,94,2,0,0,unknown,no
30,management,divorced,tertiary,no,277,yes,yes,cellular,21,nov,109,1,0,0,unknown,no
31,student,single,secondary,no,507,yes,no,cellular,23,nov,185,1,0,0,unknown,no
32,blue-collar,married,secondary,no,320,yes,no,unknown,13,apr,27,20,-1,0,unknown,no
34,services,single,secondary,no,1534,yes,no,cellular,23,may,1364,1,381,3,failure,yes
56,blue-collar,single,primary,no,179,yes,no,unknown,15,may,227,3,-1,0,unknown,no
45,entrepreneur,married,primary,no,704,yes,no,telephone,15,jun,98,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,5609,yes,no,telephone,14,oct,380,2,185,3,success,yes
40,technician,married,tertiary,no,444,no,no,cellular,13,jun,1144,3,-1,0,unknown,yes
59,blue-collar,married,primary,no,4033,no,no,cellular,14,jul,94,4,-1,0,unknown,no
33,admin.,married,secondary,no,1191,yes,no,unknown,9,may,1974,2,0,0,unknown,yes
29,entrepreneur,single,secondary,no,1351,yes,yes,cellular,20,nov,828,1,-1,0,failure,yes
37,services,married,unknown,no,76,yes,no,cellular,15,apr,687,1,94,3,failure,yes
36,services,single,unknown,no,274,yes,no,cellular,6,jul,960,3,-1,0,unknown,no
67,retired,divorced,unknown,no,4142,yes,no,cellular,8,mar,377,3,119,9,other,yes
64,blue-collar,single,secondary,no,703,yes,no,cellular,19,nov,465,4,-1,0,unknown,yes
37,management,married,secondary,no,4699,yes,no,telephone,16,jul,97,1,-1,0,unknown,no
32,entrepreneur,single,unknown,no,8,no,yes,cellular,20,jul,174,1,-1,0,unknown,no
30,self-employed,single,secondary,no,4463,yes,no,cellular,22,oct,314,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,584,yes,yes,cellular,16,apr,299,4,1,1,unknown,no
49,technician,single,tertiary,no,782,no,no,cellular,14,apr,394,2,-1,0,unknown,no
38,management,married,tertiary,no,153,yes,yes,cellular,28,jul,117,5,0,0,unknown,no
42,retired,married,primary,no,51,no,no,telephone,9,jul,909,3,-1,0,unknown,yes
27,admin.,single,tertiary,no,1236,yes,no,cellular,28,jul,761,2,-1,0,unknown,yes
41,blue-collar,divorced,tertiary,yes,-634,no,yes,cellular,19,jul,979,8,-1,0,unknown,yes
62,blue-collar,married,primary,no,8172,yes,no,unknown,9,may,158,2,0,0,unknown,no
38,entrepreneur,divorced,secondary,no,1929,yes,no,unknown,16,may,41,1,0,0,unknown,no
79,retired,divorced,tertiary,no,2757,no,no,telephone,10,sep,582,2,92,4,success,yes
38,self-employed,married,secondary,no,833,yes,no,telephone,12,oct,432,1,190,3,failure,yes
35,admin.,single,secondary,no,174,no,no,cellular,13,jun,366,2,98,2,success,yes
33,admin.,single,secondary,no,1970,yes,no,cellular,21,apr,991,1,-1,0,unknown,yes
35,blue-collar,single,secondary,no,4466,yes,no,cellular,21,nov,976,1,0,0,unknown,yes
70,management,married,tertiary,no,15019,no,no,cellular,26,feb,297,7,96,1,success,yes
31,admin.,single,secondary,no,1694,yes,no,cellular,29,nov,86,1,0,0,unknown,no
33,blue-collar,married,secondary,yes,772,no,no,cellular,20,nov,1359,2,0,0,unknown,no
40,blue-collar,single,secondary,no,338,yes,no,unknown,15,may,260,1,182,3,success,yes
32,blue-collar,married,secondary,no,471,yes,no,cellular,23,nov,933,1,-1,0,unknown,no
32,entrepreneur,married,secondary,no,9051,yes,no,unknown,14,apr,977,4,0,0,unknown,yes
42,blue-collar,divorced,secondary,no,631,yes,no,unknown,11,may,133,1,0,0,unknown,no
33,unemployed,married,secondary,no,373,no,no,cellular,8,aug,455,1,191,3,success,yes
30,management,single,tertiary,no,165,yes,yes,cellular,29,may,42,1,353,1,other,no
58,entrepreneur,divorced,primary,no,-113,yes,no,unknown,28,may,381,1,367,0,failure,no
52,entrepreneur,married,secondary,no,1189,yes,yes,cellular,20,jul,40,2,0,0,failure,no
36,housemaid,married,secondary,no,1449,no,no,cellular,29,feb,378,8,181,7,other,yes
32,blue-collar,single,tertiary,no,246,no,no,telephone,29,may,36,3,-1,0,unknown,yes
55,management,single,tertiary,no,34457,no,no,cellular,23,nov,347,1,-1,0,unknown,yes
42,entrepreneur,married,tertiary,no,887,no,no,cellular,29,jan,474,1,-1,0,unknown,yes
45,blue-collar,single,secondary,no,177,yes,no,cellular,3,may,2,2,0,0,unknown,no
31,technician,married,tertiary,no,4162,yes,no,cellular,4,jun,158,1,-1,0,unknown,no
25,admin.,married,secondary,no,892,no,no,cellular,20,jun,680,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1439,no,no,cellular,5,jul,315,2,0,0,unknown,yes
46,blue-collar,divorced,secondary,no,92,yes,yes,unknown,4,may,537,2,0,0,unknown,no
56,management,married,tertiary,no,11139,no,no,cellular,20,jul,1136,1,-1,0,unknown,yes
30,student,single,secondary,no,1062,no,no,cellular,22,apr,442,1,188,1,other,yes
58,blue-collar,married,secondary,no,381,no,no,cellular,13,aug,168,4,-1,0,unknown,no
40,management,married,tertiary,no,51,no,yes,cellular,4,may,324,3,314,6,failure,yes
38,technician,married,tertiary,no,-34,no,yes,cellular,23,nov,1298,2,-1,0,unknown,yes
47,blue-collar,married,primary,no,183,yes,no,unknown,14,may,90,3,-1,0,unknown,no
36,management,single,tertiary,no,498,yes,no,cellular,14,nov,97,3,-1,0,unknown,no
38,admin.,married,tertiary,no,2251,yes,no,cellular,2,feb,105,2,345,6,success,yes
65,retired,married,primary,no,137,no,no,cellular,22,mar,785,20,0,0,unknown,yes
57,retired,divorced,secondary,no,2335,yes,no,telephone,13,apr,1168,2,100,3,failure,yes
39,services,married,secondary,no,1031,yes,no,unknown,15,may,843,4,-1,0,unknown,no
34,services,single,secondary,no,3298,yes,no,cellular,22,jan,298,1,357,1,success,no
28,services,married,secondary,no,1107,no,no,cellular,19,apr,187,2,-1,0,unknown,no
52,admin.,married,secondary,no,227,yes,yes,unknown,28,jul,69,5,0,0,unknown,no
25,services,single,secondary,no,527,yes,no,cellular,27,jul,461,6,1,0,unknown,yes
44,technician,single,tertiary,yes,177,no,no,unknown,21,nov,165,7,-1,0,unknown,no
38,management,single,tertiary,no,1521,yes,no,telephone,28,jan,176,3,0,0,unknown,no
60,blue-collar,married,secondary,no,328,no,no,cellular,28,aug,221,3,186,2,success,no
62,retired,married,tertiary,no,4917,no,no,cellular,28,dec,401,1,-1,0,unknown,yes
50,blue-collar,single,secondary,yes,-55,no,no,cellular,30,jul,251,1,-1,0,unknown,no
50,self-employed,married,tertiary,no,31693,yes,no,cellular,4,feb,731,2,93,3,success,yes
81,admin.,married,secondary,no,4015,no,no,telephone,9,aug,223,3,-1,0,unknown,yes
28,admin.,single,secondary,no,803,yes,no,cellular,4,aug,298,1,342,4,failure,no
43,technician,married,secondary,no,2332,no,no,cellular,14,nov,217,8,178,2,failure,no
35,blue-collar,single,tertiary,no,221,no,no,cellular,29,may,708,2,-1,0,unknown,yes
36,unemployed,married,secondary,no,1189,no,no,cellular,14,oct,512,3,92,1,success,yes
44,blue-collar,married,secondary,no,26,yes,no,unknown,15,may,362,5,0,0,unknown,no
49,blue-collar,married,secondary,no,453,no,no,unknown,18,jun,60,3,-1,0,unknown,no
27,management,single,tertiary,no,833,yes,no,cellular,21,may,328,6,-1,0,unknown,no
35,admin.,married,secondary,no,6619,no,no,cellular,30,feb,57,2,-1,0,unknown,yes
31,unemployed,single,secondary,no,1611,no,no,unknown,20,jun,376,1,-1,0,success,yes
41,blue-collar,single,tertiary,no,432,no,no,unknown,13,may,577,2,-1,0,unknown,no
36,technician,single,secondary,no,449,yes,yes,unknown,22,jun,288,3,-1,0,unknown,no
49,unemployed,divorced,secondary,no,1181,no,no,cellular,4,jun,262,8,187,3,success,yes
29,unemployed,single,tertiary,no,1418,no,no,cellular,21,sep,433,3,98,7,success,yes
41,management,single,tertiary,no,6102,yes,no,cellular,15,may,1284,2,0,0,unknown,yes
51,retired,divorced,tertiary,no,2732,no,no,cellular,4,sep,608,3,-1,0,unknown,yes
28,student,single,tertiary,no,815,yes,no,cellular,15,feb,1195,3,-1,0,unknown,yes
29,management,single,tertiary,no,206,no,no,cellular,14,aug,897,4,92,1,success,yes
44,technician,married,secondary,no,1074,no,no,cellular,23,jul,23,6,-1,0,unknown,no
38,services,single,secondary,no,813,yes,no,cellular,5,apr,195,2,358,1,failure,no
29,management,single,tertiary,no,462,no,no,cellular,8,jun,466,5,-1,0,unknown,yes
40,management,married,tertiary,no,903,no,no,cellular,13,nov,119,2,163,3,failure,no
31,blue-collar,single,secondary,no,329,yes,no,cellular,12,apr,966,3,190,3,other,yes
35,services,single,secondary,no,1282,yes,no,cellular,30,apr,452,1,352,2,failure,no
31,blue-collar,single,secondary,no,1484,yes,no,cellular,14,may,1070,1,187,1,success,yes
40,entrepreneur,married,secondary,no,356,yes,yes,cellular,7,jul,813,2,-1,0,unknown,no
42,retired,married,primary,no,1186,no,no,unknown,3,feb,223,5,0,0,unknown,no
56,retired,married,primary,no,399,no,no,cellular,4,jul,1481,1,-1,0,unknown,yes
42,self-employed,married,tertiary,no,1934,no,no,cellular,16,sep,379,7,95,4,success,yes
32,technician,single,tertiary,no,766,no,no,cellular,30,aug,1030,4,0,0,unknown,no
54,retired,divorced,secondary,no,128,no,no,cellular,7,apr,26,2,0,0,unknown,no
52,blue-collar,married,primary,no,55,yes,no,unknown,18,jun,177,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,322,yes,no,cellular,13,sep,113,3,341,1,other,no
40,entrepreneur,divorced,secondary,no,104,yes,no,cellular,14,may,115,1,355,5,failure,no
44,self-employed,married,secondary,no,87,yes,no,cellular,29,may,220,23,0,0,unknown,no
50,entrepreneur,married,unknown,no,236,no,no,cellular,30,jan,116,3,0,0,unknown,no
43,management,married,tertiary,no,2490,no,no,cellular,21,apr,82,1,0,0,unknown,yes
59,technician,married,unknown,no,3358,no,no,cellular,5,jan,91,3,176,1,failure,yes
47,blue-collar,single,secondary,no,93,yes,yes,cellular,13,apr,162,2,325,1,failure,no
36,services,married,secondary,no,-200,no,no,cellular,7,nov,371,1,-1,0,unknown,yes
36,admin.,married,tertiary,no,4148,no,no,cellular,21,jun,806,1,-1,0,unknown,no
52,management,married,unknown,no,4256,no,no,unknown,7,may,1311,2,-1,0,unknown,yes
34,admin.,single,secondary,no,-2,yes,no,cellular,10,jul,132,1,-1,0,unknown,no
74,blue-collar,married,secondary,no,2816,no,no,cellular,21,apr,1006,2,-1,0,unknown,yes
52,blue-collar,married,unknown,no,1677,no,yes,cellular,11,aug,1251,2,92,3,success,yes
28,technician,single,tertiary,no,3593,no,no,cellular,6,feb,1078,2,96,1,success,yes
40,entrepreneur,married,secondary,no,225,yes,no,cellular,14,nov,259,4,180,1,unknown,yes
41,blue-collar,married,tertiary,no,360,no,no,cellular,15,aug,103,2,-1,0,unknown,yes
39,retired,married,tertiary,no,2451,yes,no,cellular,21,nov,344,1,-1,0,unknown,yes
46,self-employed,divorced,primary,no,265,yes,yes,unknown,9,may,50,6,0,0,unknown,no
39,blue-collar,single,secondary,no,1091,no,no,cellular,13,feb,147,1,-1,0,unknown,no
40,blue-collar,married,unknown,no,1051,yes,no,cellular,14,apr,136,1,356,3,failure,no
51,retired,married,tertiary,no,2883,no,no,cellular,11,nov,178,1,-1,1,success,yes
49,management,single,secondary,no,1306,no,no,cellular,14,mar,706,2,97,0,success,yes
58,technician,married,tertiary,no,2548,no,no,cellular,19,sep,1057,4,-1,0,unknown,yes
39,services,single,secondary,no,190,yes,no,unknown,21,may,159,2,314,1,failure,yes
31,management,single,tertiary,no,299,no,no,cellular,14,feb,620,2,191,2,failure,yes
50,management,single,tertiary,yes,598,no,no,telephone,29,sep,493,2,0,0,unknown,yes
42,blue-collar,married,secondary,no,3630,no,no,unknown,22,mar,398,2,-1,0,unknown,no
47,blue-collar,married,primary,no,114,yes,no,cellular,15,may,121,3,-1,0,unknown,no
44,management,single,tertiary,no,157,yes,yes,cellular,15,may,73,2,338,0,other,no
42,blue-collar,married,secondary,no,232,yes,no,unknown,7,may,247,1,0,0,unknown,no
39,blue-collar,single,secondary,no,1339,yes,no,cellular,21,jul,59,11,-1,0,unknown,no
56,technician,married,tertiary,no,2151,no,no,cellular,14,jul,1104,5,-1,0,unknown,yes
62,retired,married,primary,no,120,no,no,telephone,26,jan,52,2,-1,0,unknown,yes
41,management,single,tertiary,no,17532,no,no,cellular,15,oct,481,3,-1,0,unknown,yes
30,technician,single,tertiary,no,778,no,no,cellular,21,aug,300,2,0,0,unknown,yes
41,technician,married,secondary,no,429,no,yes,cellular,20,jul,118,5,-1,0,unknown,no
28,student,single,unknown,no,200,no,no,cellular,26,jul,264,8,-1,0,unknown,yes
35,blue-collar,married,secondary,no,436,yes,yes,telephone,23,jul,296,1,0,0,unknown,no
25,management,single,tertiary,no,375,no,no,cellular,16,apr,687,1,121,2,success,yes
39,management,single,tertiary,no,177,no,no,unknown,25,jun,351,2,-1,0,unknown,yes
32,blue-collar,single,secondary,no,1397,no,no,cellular,15,apr,455,1,1,0,unknown,yes
41,blue-collar,married,secondary,no,1010,yes,no,unknown,22,may,144,2,-1,0,unknown,no
45,unemployed,single,tertiary,no,10,no,no,cellular,22,sep,886,2,0,0,unknown,yes
30,blue-collar,single,unknown,no,419,no,yes,cellular,12,jul,980,1,-1,0,unknown,yes
26,management,single,tertiary,no,3035,yes,no,cellular,19,jun,1057,1,0,0,unknown,yes
52,entrepreneur,married,secondary,no,492,no,yes,telephone,31,jul,156,2,-1,0,unknown,no
45,blue-collar,married,primary,no,467,no,yes,cellular,24,jul,213,1,-1,0,unknown,no
28,services,single,secondary,no,1434,yes,no,cellular,20,jun,170,1,373,3,failure,no
51,admin.,single,primary,no,292,yes,no,unknown,9,may,238,2,-1,0,unknown,no
27,entrepreneur,married,unknown,no,371,no,no,unknown,21,may,157,2,-1,0,unknown,yes
51,blue-collar,married,primary,no,958,yes,no,cellular,28,aug,87,5,-1,0,unknown,no
41,admin.,divorced,secondary,no,85,yes,yes,cellular,20,aug,113,2,-1,0,unknown,no
37,services,single,secondary,no,1290,yes,no,cellular,23,apr,1227,2,183,3,success,yes
45,admin.,married,secondary,no,888,yes,no,cellular,5,may,712,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,880,yes,no,telephone,13,apr,1338,20,0,0,unknown,no
48,blue-collar,divorced,primary,no,346,no,no,telephone,30,jul,118,7,-1,0,unknown,no
55,blue-collar,married,secondary,no,3277,no,no,cellular,3,feb,993,2,185,1,failure,yes
51,blue-collar,married,secondary,no,228,yes,no,unknown,7,may,100,2,-1,0,unknown,no
41,services,married,unknown,no,3693,no,no,cellular,12,aug,496,1,126,2,success,yes
32,services,married,secondary,no,1226,yes,no,cellular,19,jul,69,1,1,0,unknown,no
39,retired,divorced,primary,no,2188,yes,no,cellular,22,jun,330,1,349,3,success,yes
35,blue-collar,single,secondary,no,1069,no,no,cellular,30,may,217,1,-1,0,unknown,yes
38,admin.,divorced,tertiary,no,167,yes,no,cellular,14,jun,96,2,-1,6,unknown,yes
46,management,married,tertiary,no,18927,yes,no,unknown,5,jun,161,3,-1,0,unknown,yes
35,technician,married,secondary,no,3454,yes,no,unknown,13,apr,289,2,-1,0,unknown,no
40,admin.,single,secondary,no,907,no,no,telephone,29,aug,381,3,-1,0,unknown,no
55,management,divorced,secondary,no,-61,yes,yes,unknown,22,jun,1823,3,-1,0,unknown,no
42,blue-collar,single,secondary,no,728,yes,yes,cellular,22,feb,151,2,-1,3,failure,no
53,entrepreneur,married,secondary,no,6,yes,yes,unknown,4,jun,82,2,0,0,unknown,no
56,self-employed,married,tertiary,no,2387,no,no,unknown,4,jun,987,2,0,0,unknown,yes
60,retired,married,tertiary,no,3088,no,no,cellular,5,sep,214,1,187,4,failure,yes
31,admin.,single,secondary,no,223,yes,no,cellular,21,sep,353,3,356,4,success,yes
33,blue-collar,single,secondary,no,1642,yes,no,cellular,7,feb,168,1,338,1,success,yes
36,technician,single,secondary,no,230,yes,no,unknown,4,may,144,1,-1,0,unknown,no
29,services,single,tertiary,no,555,no,no,cellular,21,aug,409,2,188,2,unknown,yes
73,technician,single,secondary,no,3491,no,no,cellular,11,nov,50,4,-1,0,unknown,no
31,blue-collar,single,unknown,no,1229,no,no,telephone,23,oct,189,1,184,3,failure,no
27,blue-collar,single,secondary,no,974,yes,no,unknown,9,jun,203,1,-1,0,unknown,no
46,admin.,single,tertiary,no,191,yes,no,unknown,11,jun,309,1,336,1,unknown,no
50,retired,married,primary,no,857,no,no,cellular,20,jul,1020,2,-1,0,unknown,yes
