,start,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,end
343,<start>,38.87398,Private,46786,Masters,13.87377,Never-married,Sales,Not-in-family,White,Male,0.00000,0.00000,34.81332,United-States,<=50K,<end>
344,<start>,22.95875,Private,370160,Some-college,9.97418,Never-married,Machine-op-inspct,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
345,<start>,31.95863,?,199046,Assoc-voc,10.91349,Separated,?,Not-in-family,White,Male,0.00000,0.00000,2.01375,United-States,<=50K,<end>
346,<start>,26.91349,State-gov,23740,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
347,<start>,21.98945,Private,234641,11th,6.95875,Never-married,Handlers-cleaners,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
348,<start>,32.94546,Private,213226,Bachelors,12.93582,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.00000,1095.63316,44.70118,United-States,<=50K,<end>
349,<start>,39.80748,Private,308027,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,>50K,<end>
350,<start>,48.13674,Private,247115,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
351,<start>,27.94126,Private,275653,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1095.63316,39.64639,United-States,>50K,<end>
352,<start>,59.38006,Private,311764,Doctorate,15.95863,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,>50K,<end>
353,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Never-married,Protective-serv,Other-relative,Black,Male,0.00000,1207.85632,19.68782,United-States,<=50K,<end>
354,<start>,21.98945,Private,234641,Some-college,9.97418,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
355,<start>,45.96410,?,634226,Masters,13.87377,Divorced,?,Not-in-family,White,Male,0.00000,0.00000,29.96410,United-States,<=50K,<end>
356,<start>,59.81604,Private,33109,Some-college,9.97418,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
357,<start>,31.95863,Self-emp-not-inc,311764,Assoc-voc,10.91349,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
358,<start>,40.77909,Local-gov,401134,Assoc-voc,10.91349,Divorced,Exec-managerial,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
359,<start>,44.78919,Private,243871,Some-college,9.97418,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
360,<start>,32.94546,Private,213226,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
361,<start>,36.90524,Local-gov,117618,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,58.55696,United-States,<=50K,<end>
362,<start>,48.13674,Private,302945,Some-college,9.97418,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
363,<start>,22.61937,Private,176514,Some-college,9.97418,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
364,<start>,26.91349,Private,139903,Bachelors,12.93582,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,1095.63316,39.64639,United-States,<=50K,<end>
365,<start>,45.96410,Local-gov,359193,Some-college,9.97418,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,44.70118,United-States,<=50K,<end>
366,<start>,40.77909,Local-gov,117618,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
367,<start>,22.95875,?,148751,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
368,<start>,22.95875,Private,334741,Bachelors,12.93582,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
369,<start>,19.97490,Private,227491,Bachelors,12.93582,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
370,<start>,60.70118,?,30475,7th-8th,3.97490,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
371,<start>,34.91585,Private,204621,Bachelors,12.93582,Married-civ-spouse,Other-service,Husband,White,Male,0.00000,1095.63316,43.81604,United-States,>50K,<end>
372,<start>,48.78595,Private,52590,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
373,<start>,35.88568,Private,460437,HS-grad,8.93521,Divorced,Sales,Not-in-family,White,Female,0.00000,1095.63316,35.51659,United-States,<=50K,<end>
374,<start>,53.71282,Private,311764,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,19.88568,United-States,<=50K,<end>
375,<start>,63.94239,?,193043,HS-grad,8.93521,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,19.68782,United-States,<=50K,<end>
376,<start>,45.96410,Private,205338,Masters,13.87377,Divorced,Sales,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
377,<start>,46.87664,Private,224870,HS-grad,8.93521,Divorced,Craft-repair,Other-relative,Other,Male,0.00000,0.00000,47.94239,Ecuador,<=50K,<end>
378,<start>,45.96410,Private,98779,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
379,<start>,31.95863,Private,311764,Assoc-voc,10.91349,Married-civ-spouse,Transport-moving,Husband,White,Male,0.00000,0.00000,39.64639,Greece,<=50K,<end>
380,<start>,20.39295,Private,176137,Bachelors,12.93582,Never-married,Sales,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
381,<start>,44.78919,Private,311671,7th-8th,3.97490,Divorced,Sales,Unmarried,White,Male,0.00000,0.00000,47.94239,United-States,<=50K,<end>
382,<start>,27.94126,Private,176137,HS-grad,8.93521,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
383,<start>,20.95303,Private,185251,Masters,13.87377,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
384,<start>,51.87354,Private,221936,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
385,<start>,26.91349,Private,139903,HS-grad,8.93521,Divorced,Sales,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
386,<start>,26.91349,Private,135803,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
387,<start>,27.94126,Private,144361,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
388,<start>,38.87398,Private,206520,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
389,<start>,46.87664,Private,445940,Some-college,9.97418,Divorced,Craft-repair,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
390,<start>,45.96410,Private,178686,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
391,<start>,26.91349,State-gov,23740,HS-grad,8.93521,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,37.71282,United-States,<=50K,<end>
392,<start>,52.96605,Private,134854,Assoc-voc,10.91349,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,Greece,<=50K,<end>
393,<start>,34.91585,?,200426,5th-6th,2.97427,Married-civ-spouse,?,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
394,<start>,20.95303,Private,185251,HS-grad,8.84631,Never-married,Sales,Own-child,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
395,<start>,27.94126,?,86318,HS-grad,8.93521,Never-married,?,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
396,<start>,39.10387,Private,295922,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
397,<start>,45.96410,Private,336540,HS-grad,8.93521,Divorced,Sales,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
398,<start>,21.98945,Private,185251,HS-grad,8.93521,Divorced,Sales,Not-in-family,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
399,<start>,62.99306,?,334741,Bachelors,12.93582,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0.00000,0.00000,119.10435,United-States,>50K,<end>
400,<start>,39.80748,Private,223400,Bachelors,12.93582,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
401,<start>,20.95303,Private,185251,Assoc-voc,10.91349,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
402,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,59.14547,United-States,>50K,<end>
403,<start>,63.94239,Private,379062,Doctorate,10.69739,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
404,<start>,48.13674,Private,66686,HS-grad,8.93521,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
405,<start>,53.71282,Local-gov,321851,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
406,<start>,48.78595,Private,31606,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
407,<start>,23.92482,Self-emp-not-inc,132636,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
408,<start>,18.80107,State-gov,103179,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
409,<start>,25.87494,Private,91275,HS-grad,8.93521,Divorced,Exec-managerial,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
410,<start>,21.98945,Private,234641,HS-grad,8.93521,Never-married,Other-service,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
411,<start>,40.77909,Local-gov,401134,HS-grad,8.93521,Married-civ-spouse,Transport-moving,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
412,<start>,22.95875,Private,477983,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,59.73989,United-States,>50K,<end>
413,<start>,21.87085,?,311764,7th-8th,3.97490,Never-married,?,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
414,<start>,21.87085,Private,175183,Bachelors,12.93582,Married-civ-spouse,Sales,Not-in-family,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
415,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
416,<start>,30.87973,Private,452405,Preschool,1.00000,Never-married,Farming-fishing,Not-in-family,White,Male,0.00000,0.00000,34.12397,Mexico,<=50K,<end>
417,<start>,46.87664,Private,149833,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
418,<start>,27.94126,Private,176137,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
419,<start>,34.91585,Private,204621,HS-grad,8.93521,Divorced,Other-service,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
420,<start>,48.13674,Private,211585,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
421,<start>,19.12677,Private,185732,Bachelors,12.93582,Never-married,Sales,Unmarried,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
422,<start>,26.91349,?,300528,HS-grad,8.93521,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,35.87354,United-States,>50K,<end>
423,<start>,19.97490,?,312427,10th,7.31553,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,16.11902,United-States,<=50K,<end>
424,<start>,21.98945,Private,234641,HS-grad,8.93521,Never-married,Other-service,Unmarried,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
425,<start>,21.87085,?,77873,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00001,0.00000,39.64639,United-States,<=50K,<end>
426,<start>,48.13674,Private,62374,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
427,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Never-married,Protective-serv,Other-relative,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
428,<start>,20.95303,Private,185251,Some-college,9.97418,Never-married,Sales,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
429,<start>,21.98945,Private,234641,HS-grad,8.93521,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
430,<start>,22.95875,Private,223212,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
431,<start>,36.90524,?,321851,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00001,0.00000,41.67911,United-States,<=50K,<end>
432,<start>,41.79034,Private,224870,Bachelors,12.93582,Married-civ-spouse,Transport-moving,Husband,White,Male,0.00000,0.00000,39.64639,Ecuador,>50K,<end>
433,<start>,51.87354,Private,221936,Doctorate,9.97418,Divorced,Exec-managerial,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
434,<start>,51.87354,Private,221936,HS-grad,8.93521,Divorced,Exec-managerial,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
435,<start>,21.98945,Private,234641,Some-college,9.97418,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,34.81332,United-States,<=50K,<end>
436,<start>,31.95863,Private,311764,Bachelors,12.93582,Never-married,Sales,Not-in-family,Black,Male,0.00000,1095.63316,34.81332,United-States,<=50K,<end>
437,<start>,48.13674,?,52590,HS-grad,8.93521,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
438,<start>,45.96410,Self-emp-inc,185251,Masters,13.87377,Divorced,Sales,Not-in-family,White,Male,0.00000,0.00000,117.91924,United-States,<=50K,<end>
439,<start>,47.81698,?,52590,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
440,<start>,26.91349,State-gov,23740,Bachelors,12.93582,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
441,<start>,52.96605,Private,134854,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,>50K,<end>
442,<start>,59.81604,?,171598,HS-grad,8.93521,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
443,<start>,22.95875,Private,31606,Bachelors,12.93582,Never-married,Sales,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
444,<start>,44.78919,Self-emp-inc,311671,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
445,<start>,42.31134,Private,55237,Doctorate,16.11902,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,54.59815,United-States,<=50K,<end>
446,<start>,44.78919,Private,184823,7th-8th,3.97490,Divorced,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,24.77909,United-States,<=50K,<end>
447,<start>,27.94126,Private,176137,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
448,<start>,40.77909,Private,113823,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
449,<start>,22.95875,Private,31606,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,26.31134,United-States,<=50K,<end>
450,<start>,46.87664,Private,224870,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.00000,0.00000,39.64639,Philippines,<=50K,<end>
451,<start>,24.93521,Private,139391,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
452,<start>,27.94126,Private,102884,Bachelors,12.93582,Never-married,Exec-managerial,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
453,<start>,36.69723,State-gov,103179,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,59.73989,United-States,>50K,<end>
454,<start>,27.94126,Self-emp-not-inc,191389,Assoc-acdm,11.02318,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,1976.99998,39.64639,United-States,<=50K,<end>
455,<start>,47.18696,Private,224870,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
456,<start>,41.79034,Private,111567,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
457,<start>,36.90524,Local-gov,321851,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,59.73989,United-States,<=50K,<end>
458,<start>,20.39295,Private,185251,Some-college,9.97418,Never-married,Craft-repair,Own-child,White,Male,0.00000,0.00000,33.11545,United-States,<=50K,<end>
459,<start>,22.95875,Private,31606,Bachelors,12.93582,Never-married,Sales,Not-in-family,White,Male,0.00000,0.00000,24.77909,United-States,<=50K,<end>
460,<start>,52.59823,Private,210932,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
461,<start>,27.94126,Private,152878,Bachelors,12.93582,Never-married,Sales,Not-in-family,White,Male,1611.56104,0.00000,59.73989,United-States,<=50K,<end>
462,<start>,46.87664,Private,162945,Prof-school,14.87973,Never-married,Craft-repair,Not-in-family,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
463,<start>,22.95875,Private,209752,Bachelors,12.93582,Never-married,Adm-clerical,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
464,<start>,46.87664,Private,55237,Doctorate,15.95863,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,59.73989,United-States,>50K,<end>
465,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Adm-clerical,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
466,<start>,31.95863,State-gov,71151,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1959.66896,49.89895,United-States,<=50K,<end>
467,<start>,32.94546,State-gov,213226,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
468,<start>,46.87664,Local-gov,321851,Bachelors,12.93582,Separated,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,72.24044,United-States,<=50K,<end>
469,<start>,18.97427,Local-gov,276973,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
470,<start>,66.90698,?,367695,12th,7.92482,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
471,<start>,18.97427,?,634226,HS-grad,8.93521,Never-married,?,Own-child,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
472,<start>,53.71282,Private,163205,Masters,13.87377,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
473,<start>,48.78595,Private,185385,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
474,<start>,20.39295,Local-gov,117618,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
475,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Other-service,Not-in-family,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
476,<start>,39.80748,Private,300528,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
477,<start>,45.96410,Self-emp-inc,61040,Masters,13.87377,Married-civ-spouse,Sales,Husband,White,Male,0.00000,1901.99987,59.73989,United-States,>50K,<end>
478,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,44.70118,United-States,<=50K,<end>
479,<start>,65.89895,State-gov,162945,Prof-school,14.87973,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
480,<start>,27.94126,Private,189203,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
481,<start>,19.97490,?,197429,HS-grad,8.93521,Never-married,?,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
482,<start>,46.87664,Private,224870,HS-grad,8.93521,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
483,<start>,27.94126,Private,176137,HS-grad,8.93521,Married-civ-spouse,Transport-moving,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
484,<start>,22.95875,Private,185251,Bachelors,12.93582,Never-married,Sales,Own-child,White,Male,0.00000,0.00000,58.55696,United-States,<=50K,<end>
485,<start>,39.80748,?,224870,HS-grad,8.93521,Divorced,?,Other-relative,Other,Female,0.00000,0.00000,39.64639,Ecuador,<=50K,<end>
486,<start>,33.99331,?,78104,Bachelors,12.93582,Married-civ-spouse,?,Husband,White,Male,0.00001,0.00000,48.42422,United-States,<=50K,<end>
487,<start>,45.96410,Private,115176,12th,7.92482,Divorced,Exec-managerial,Other-relative,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
488,<start>,45.96410,Private,144361,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
489,<start>,48.78595,Private,112310,Doctorate,10.69739,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,44.70118,United-States,<=50K,<end>
490,<start>,34.91585,Private,204621,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,71.52164,United-States,<=50K,<end>
491,<start>,25.97418,Private,46786,Bachelors,12.93582,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,43.81604,United-States,<=50K,<end>
492,<start>,37.54190,State-gov,103179,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1901.99987,49.89895,United-States,>50K,<end>
493,<start>,41.79034,Local-gov,214143,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
494,<start>,34.91585,Private,204621,HS-grad,8.93521,Divorced,Other-service,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
495,<start>,22.95875,Private,31606,HS-grad,8.93521,Divorced,Adm-clerical,Not-in-family,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
496,<start>,45.96410,Private,121993,Bachelors,12.93582,Divorced,Sales,Not-in-family,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
497,<start>,20.39295,State-gov,207120,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
498,<start>,41.79034,Local-gov,214143,Bachelors,12.93582,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
499,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,59.73989,United-States,>50K,<end>
500,<start>,40.77909,Private,113823,Masters,13.87377,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
501,<start>,19.97490,?,227491,HS-grad,8.93521,Never-married,?,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
502,<start>,23.92482,State-gov,71151,Bachelors,12.93582,Never-married,Adm-clerical,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
503,<start>,40.77909,Private,113823,Masters,13.87377,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
504,<start>,27.94126,Private,184378,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
505,<start>,27.94126,Private,215955,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
506,<start>,27.94126,Private,176137,HS-grad,8.93521,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.00000,0.00000,35.87354,United-States,<=50K,<end>
507,<start>,23.92482,State-gov,211585,Some-college,9.97418,Divorced,Sales,Unmarried,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
508,<start>,27.94126,Private,176137,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
509,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
510,<start>,21.87085,Private,311764,Assoc-voc,10.91349,Never-married,Exec-managerial,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
511,<start>,63.94239,Private,379062,Some-college,9.97418,Separated,Tech-support,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
512,<start>,27.94126,Private,121993,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
513,<start>,53.71282,Private,136277,10th,5.98945,Married-civ-spouse,Transport-moving,Husband,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
514,<start>,42.31134,State-gov,197429,Doctorate,15.95863,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,>50K,<end>
